forecast_id,initialization_time,valid_time,region,zone,latitude,longitude,lead_day,rainfall_forecast,temperature_forecast,wind_forecast,pressure_forecast,humidity_forecast,ensemble_mean,ensemble_spread,ensemble_min,ensemble_max,spatial_variability
FCST_20241212_ODI_D6,2024-12-12,2024-12-18,Odisha,East,20.9517,85.0985,6,0.0,20.8,8.1,1006.8,56.9,0.6,6.91,0.0,15.8,38.96
FCST_20241212_ODI_D7,2024-12-12,2024-12-19,Odisha,East,20.9517,85.0985,7,0.0,21.7,9.9,1005.2,56.6,3.4,8.25,0.0,21.6,4.71
FCST_20241212_ODI_D8,2024-12-12,2024-12-20,Odisha,East,20.9517,85.0985,8,0.0,23.0,8.7,1007.6,59.4,-0.2,9.62,0.0,21.0,9.63
FCST_20241212_ODI_D9,2024-12-12,2024-12-21,Odisha,East,20.9517,85.0985,9,4.2,22.6,10.6,1005.8,55.6,8.5,12.33,0.0,35.6,6.11
FCST_20241212_ODI_D10,2024-12-12,2024-12-22,Odisha,East,20.9517,85.0985,10,0.0,21.1,14.8,1005.2,51.3,-1.4,12.43,0.0,25.9,16.01
FCST_20241212_ASS_D1,2024-12-12,2024-12-13,Assam,Northeast,26.2006,92.9376,1,0.0,21.4,10.9,1006.2,53.9,-0.1,1.5,0.0,3.2,3.65
FCST_20241212_ASS_D2,2024-12-12,2024-12-14,Assam,Northeast,26.2006,92.9376,2,0.0,19.9,12.3,1007.2,55.3,0.1,1.95,0.0,4.4,3.4
FCST_20241212_ASS_D3,2024-12-12,2024-12-15,Assam,Northeast,26.2006,92.9376,3,4.5,21.3,10.2,1004.5,54.3,4.8,3.81,0.0,13.2,10.9
FCST_20241212_ASS_D4,2024-12-12,2024-12-16,Assam,Northeast,26.2006,92.9376,4,0.0,20.6,10.7,1006.6,54.5,-0.5,5.56,0.0,11.7,10.27
FCST_20241212_ASS_D5,2024-12-12,2024-12-17,Assam,Northeast,26.2006,92.9376,5,0.0,21.5,11.5,1005.4,56.9,1.1,9.84,0.0,22.7,5.39
FCST_20241212_ASS_D6,2024-12-12,2024-12-18,Assam,Northeast,26.2006,92.9376,6,0.0,21.9,8.9,1003.9,55.7,1.1,7.48,0.0,17.6,3.28
FCST_20241212_ASS_D7,2024-12-12,2024-12-19,Assam,Northeast,26.2006,92.9376,7,2.1,23.2,11.8,1006.1,54.4,5.2,8.87,0.0,24.7,9.9
FCST_20241212_ASS_D8,2024-12-12,2024-12-20,Assam,Northeast,26.2006,92.9376,8,0.0,22.1,8.5,1006.3,50.2,3.9,11.29,0.0,28.7,12.9
FCST_20241212_ASS_D9,2024-12-12,2024-12-21,Assam,Northeast,26.2006,92.9376,9,0.0,21.7,10.5,1006.6,54.1,0.8,13.67,0.0,30.9,48.6
FCST_20241212_ASS_D10,2024-12-12,2024-12-22,Assam,Northeast,26.2006,92.9376,10,5.0,22.1,9.7,1006.1,54.5,10.6,14.35,0.0,42.2,26.62
FCST_20241212_PUN_D1,2024-12-12,2024-12-13,Punjab,North,31.1471,75.3412,1,0.0,21.3,11.7,1005.8,54.5,0.4,1.5,0.0,3.7,0.38
FCST_20241212_PUN_D2,2024-12-12,2024-12-14,Punjab,North,31.1471,75.3412,2,0.0,21.2,10.9,1006.0,53.8,0.7,2.53,0.0,6.3,1.62
FCST_20241212_PUN_D3,2024-12-12,2024-12-15,Punjab,North,31.1471,75.3412,3,3.8,21.5,9.6,1004.7,59.2,3.3,3.41,0.0,10.8,4.84
FCST_20241212_PUN_D4,2024-12-12,2024-12-16,Punjab,North,31.1471,75.3412,4,0.0,21.7,11.8,1007.0,56.6,0.1,4.33,0.0,9.6,6.73
FCST_20241212_PUN_D5,2024-12-12,2024-12-17,Punjab,North,31.1471,75.3412,5,0.0,23.2,13.0,1006.9,58.5,0.7,6.65,0.0,15.3,14.17
FCST_20241212_PUN_D6,2024-12-12,2024-12-18,Punjab,North,31.1471,75.3412,6,0.4,23.3,14.2,1005.4,55.3,-0.7,7.08,0.0,14.9,14.77
FCST_20241212_PUN_D7,2024-12-12,2024-12-19,Punjab,North,31.1471,75.3412,7,0.0,21.9,13.3,1006.8,56.7,4.6,8.25,0.0,22.8,7.92
FCST_20241212_PUN_D8,2024-12-12,2024-12-20,Punjab,North,31.1471,75.3412,8,0.0,20.7,11.9,1003.3,54.7,-6.1,11.8,0.0,19.9,12.62
FCST_20241212_PUN_D9,2024-12-12,2024-12-21,Punjab,North,31.1471,75.3412,9,0.0,22.0,16.5,1004.0,55.5,-2.4,11.01,0.0,21.8,26.54
FCST_20241212_PUN_D10,2024-12-12,2024-12-22,Punjab,North,31.1471,75.3412,10,0.9,23.7,12.3,1004.2,56.3,9.4,12.47,0.0,36.8,20.18
FCST_20241212_TAM_D1,2024-12-12,2024-12-13,Tamil Nadu,South,11.1271,78.6569,1,136.6,15.6,37.4,992.8,94.9,135.9,4.05,128.6,144.8,31.42
FCST_20241212_TAM_D2,2024-12-12,2024-12-14,Tamil Nadu,South,11.1271,78.6569,2,156.0,16.0,37.8,993.5,91.9,156.0,2.26,151.9,161.0,90.44
FCST_20241212_TAM_D3,2024-12-12,2024-12-15,Tamil Nadu,South,11.1271,78.6569,3,9.1,16.5,38.6,993.0,95.8,9.0,4.23,1.4,18.3,5.34
FCST_20241212_TAM_D4,2024-12-12,2024-12-16,Tamil Nadu,South,11.1271,78.6569,4,140.2,14.9,34.8,992.0,98.8,143.2,13.69,118.6,173.3,35.11
FCST_20241212_TAM_D5,2024-12-12,2024-12-17,Tamil Nadu,South,11.1271,78.6569,5,82.8,15.3,40.1,990.7,93.5,85.2,7.17,72.3,101.0,51.31
FCST_20241212_TAM_D6,2024-12-12,2024-12-18,Tamil Nadu,South,11.1271,78.6569,6,96.1,15.4,36.4,992.0,96.4,80.1,39.98,8.1,168.1,13.9
FCST_20241212_TAM_D7,2024-12-12,2024-12-19,Tamil Nadu,South,11.1271,78.6569,7,89.9,16.6,37.4,992.8,95.5,89.3,12.81,66.2,117.5,26.65
FCST_20241212_TAM_D8,2024-12-12,2024-12-20,Tamil Nadu,South,11.1271,78.6569,8,85.0,14.8,37.1,993.5,89.3,87.2,21.16,49.1,133.8,75.92
FCST_20241212_TAM_D9,2024-12-12,2024-12-21,Tamil Nadu,South,11.1271,78.6569,9,75.8,15.8,36.3,991.9,95.1,86.9,50.92,0.0,198.9,22.56
FCST_20241212_TAM_D10,2024-12-12,2024-12-22,Tamil Nadu,South,11.1271,78.6569,10,77.8,15.9,37.7,993.0,96.0,74.7,23.08,33.2,125.5,33.21
FCST_20241212_AND_D1,2024-12-12,2024-12-13,Andhra Pradesh,South-East,15.9129,79.74,1,0.0,21.4,10.8,1005.8,57.3,0.2,1.5,0.0,3.5,2.61
FCST_20241212_AND_D2,2024-12-12,2024-12-14,Andhra Pradesh,South-East,15.9129,79.74,2,0.0,21.4,11.8,1006.8,56.5,-0.6,4.04,0.0,8.3,1.81
FCST_20241212_AND_D3,2024-12-12,2024-12-15,Andhra Pradesh,South-East,15.9129,79.74,3,15.5,21.8,11.3,1005.4,57.2,16.8,4.12,9.4,25.9,8.61
FCST_20241212_AND_D4,2024-12-12,2024-12-16,Andhra Pradesh,South-East,15.9129,79.74,4,0.0,20.0,12.8,1006.4,56.3,0.1,6.85,0.0,15.2,3.35
FCST_20241212_AND_D5,2024-12-12,2024-12-17,Andhra Pradesh,South-East,15.9129,79.74,5,0.0,22.9,8.5,1007.9,59.6,2.1,5.6,0.0,14.4,13.27
FCST_20241212_AND_D6,2024-12-12,2024-12-18,Andhra Pradesh,South-East,15.9129,79.74,6,0.0,21.8,9.6,1006.7,60.3,-0.8,11.41,0.0,24.3,9.36
FCST_20241212_AND_D7,2024-12-12,2024-12-19,Andhra Pradesh,South-East,15.9129,79.74,7,9.2,21.3,13.2,1006.4,65.5,9.1,11.95,0.0,35.4,1.75
FCST_20241212_AND_D8,2024-12-12,2024-12-20,Andhra Pradesh,South-East,15.9129,79.74,8,0.0,21.5,12.1,1005.3,50.4,-2.4,9.62,0.0,18.8,10.3
FCST_20241212_AND_D9,2024-12-12,2024-12-21,Andhra Pradesh,South-East,15.9129,79.74,9,0.0,18.9,12.2,1005.6,58.2,-5.5,11.01,0.0,18.7,21.7
FCST_20241212_AND_D10,2024-12-12,2024-12-22,Andhra Pradesh,South-East,15.9129,79.74,10,0.0,21.7,14.4,1009.2,60.8,1.3,22.61,0.0,51.0,42.6
FCST_20241212_WES_D1,2024-12-12,2024-12-13,West Bengal,East,22.9868,87.855,1,0.0,21.9,11.2,1006.2,53.3,-0.1,1.5,0.0,3.2,10.76
FCST_20241212_WES_D2,2024-12-12,2024-12-14,West Bengal,East,22.9868,87.855,2,0.0,21.7,11.1,1006.6,55.7,0.5,1.95,0.0,4.8,1.49
FCST_20241212_WES_D3,2024-12-12,2024-12-15,West Bengal,East,22.9868,87.855,3,0.0,21.2,13.7,1006.4,57.6,-0.4,3.11,0.0,6.4,4.83
FCST_20241212_WES_D4,2024-12-12,2024-12-16,West Bengal,East,22.9868,87.855,4,0.0,20.7,14.0,1005.0,52.0,0.8,6.82,0.0,15.8,6.03
FCST_20241212_WES_D5,2024-12-12,2024-12-17,West Bengal,East,22.9868,87.855,5,0.0,22.1,11.9,1006.6,55.9,1.2,9.18,0.0,21.4,4.11
FCST_20241212_WES_D6,2024-12-12,2024-12-18,West Bengal,East,22.9868,87.855,6,0.0,21.1,13.3,1008.1,59.2,-2.1,6.91,0.0,13.1,42.28
FCST_20241212_WES_D7,2024-12-12,2024-12-19,West Bengal,East,22.9868,87.855,7,0.0,20.6,15.2,1006.4,53.4,2.4,8.25,0.0,20.6,19.6
FCST_20241212_WES_D8,2024-12-12,2024-12-20,West Bengal,East,22.9868,87.855,8,0.0,20.9,11.2,1007.8,56.4,3.8,10.59,0.0,27.1,4.97
FCST_20241212_WES_D9,2024-12-12,2024-12-21,West Bengal,East,22.9868,87.855,9,41.2,21.6,8.5,1007.2,58.4,34.6,13.87,9.6,65.1,27.21
FCST_20241212_WES_D10,2024-12-12,2024-12-22,West Bengal,East,22.9868,87.855,10,0.0,23.0,12.0,1010.0,57.5,2.1,12.43,0.0,29.4,4.5
FCST_20241212_MAD_D1,2024-12-12,2024-12-13,Madhya Pradesh,Central,22.9734,78.6569,1,0.0,22.0,10.9,1006.4,55.8,0.3,1.5,0.0,3.6,5.65
FCST_20241212_MAD_D2,2024-12-12,2024-12-14,Madhya Pradesh,Central,22.9734,78.6569,2,3.3,21.8,11.9,1005.5,55.4,3.9,2.51,0.0,9.4,2.22
FCST_20241212_MAD_D3,2024-12-12,2024-12-15,Madhya Pradesh,Central,22.9734,78.6569,3,0.0,21.7,11.5,1006.2,53.5,0.7,3.11,0.0,7.5,4.09
FCST_20241212_MAD_D4,2024-12-12,2024-12-16,Madhya Pradesh,Central,22.9734,78.6569,4,0.0,20.5,11.0,1007.0,54.8,0.0,6.14,0.0,13.5,1.43
FCST_20241212_MAD_D5,2024-12-12,2024-12-17,Madhya Pradesh,Central,22.9734,78.6569,5,0.0,21.0,12.4,1005.5,60.0,1.9,5.6,0.0,14.2,13.98
FCST_20241212_MAD_D6,2024-12-12,2024-12-18,Madhya Pradesh,Central,22.9734,78.6569,6,0.0,21.4,10.6,1010.4,59.3,1.6,6.91,0.0,16.8,11.59
FCST_20241212_MAD_D7,2024-12-12,2024-12-19,Madhya Pradesh,Central,22.9734,78.6569,7,0.0,20.2,11.0,1007.6,53.8,-0.6,8.25,0.0,17.6,16.71
FCST_20241212_MAD_D8,2024-12-12,2024-12-20,Madhya Pradesh,Central,22.9734,78.6569,8,0.0,21.0,14.0,1006.6,65.0,1.5,9.62,0.0,22.7,4.51
FCST_20241212_MAD_D9,2024-12-12,2024-12-21,Madhya Pradesh,Central,22.9734,78.6569,9,0.0,21.8,12.3,1007.9,55.6,1.6,11.01,0.0,25.8,14.1
FCST_20241212_MAD_D10,2024-12-12,2024-12-22,Madhya Pradesh,Central,22.9734,78.6569,10,0.0,22.4,12.9,1005.5,49.9,-1.2,12.43,0.0,26.1,18.99
FCST_20241212_UTT_D1,2024-12-12,2024-12-13,Uttar Pradesh,North,26.8467,80.9462,1,0.0,21.3,11.7,1006.6,56.6,0.2,1.5,0.0,3.5,1.45
FCST_20241212_UTT_D2,2024-12-12,2024-12-14,Uttar Pradesh,North,26.8467,80.9462,2,0.0,21.8,11.9,1005.5,59.5,0.4,2.43,0.0,5.7,1.71
FCST_20241212_UTT_D3,2024-12-12,2024-12-15,Uttar Pradesh,North,26.8467,80.9462,3,0.0,21.7,14.2,1006.0,55.0,1.0,3.58,0.0,8.9,4.27
FCST_20241212_UTT_D4,2024-12-12,2024-12-16,Uttar Pradesh,North,26.8467,80.9462,4,6.5,21.1,11.2,1005.2,54.6,6.7,5.61,0.0,19.0,8.09
FCST_20241212_UTT_D5,2024-12-12,2024-12-17,Uttar Pradesh,North,26.8467,80.9462,5,0.0,20.3,11.9,1004.8,57.1,0.7,5.6,0.0,13.0,6.55
FCST_20241212_UTT_D6,2024-12-12,2024-12-18,Uttar Pradesh,North,26.8467,80.9462,6,9.1,20.6,11.2,1007.3,55.1,6.5,7.39,0.0,22.8,18.62
FCST_20241212_UTT_D7,2024-12-12,2024-12-19,Uttar Pradesh,North,26.8467,80.9462,7,0.0,21.6,11.1,1006.0,54.5,-0.2,9.08,0.0,19.8,2.32
FCST_20241212_UTT_D8,2024-12-12,2024-12-20,Uttar Pradesh,North,26.8467,80.9462,8,0.0,19.6,8.9,1005.9,53.0,-0.3,10.63,0.0,23.1,13.96
FCST_20241212_UTT_D9,2024-12-12,2024-12-21,Uttar Pradesh,North,26.8467,80.9462,9,7.3,21.5,11.6,1007.3,51.4,14.4,23.41,0.0,65.9,10.34
FCST_20241212_UTT_D10,2024-12-12,2024-12-22,Uttar Pradesh,North,26.8467,80.9462,10,8.8,21.1,8.8,1008.6,52.1,12.2,12.67,0.0,40.1,37.61
FCST_20241212_KAR_D1,2024-12-12,2024-12-13,Karnataka,South,15.3173,75.7139,1,0.0,21.7,12.2,1006.5,53.0,0.4,1.5,0.0,3.7,2.75
FCST_20241212_KAR_D2,2024-12-12,2024-12-14,Karnataka,South,15.3173,75.7139,2,0.0,21.0,11.7,1006.1,55.2,0.3,2.16,0.0,5.1,1.78
FCST_20241212_KAR_D3,2024-12-12,2024-12-15,Karnataka,South,15.3173,75.7139,3,0.0,21.5,13.2,1006.0,52.7,1.0,3.64,0.0,9.0,0.58
FCST_20241212_KAR_D4,2024-12-12,2024-12-16,Karnataka,South,15.3173,75.7139,4,0.0,22.3,11.1,1004.5,54.5,-2.8,5.21,0.0,8.7,2.12
FCST_20241212_KAR_D5,2024-12-12,2024-12-17,Karnataka,South,15.3173,75.7139,5,0.0,21.5,12.7,1006.3,57.0,2.2,9.27,0.0,22.6,1.0
FCST_20241212_KAR_D6,2024-12-12,2024-12-18,Karnataka,South,15.3173,75.7139,6,0.0,20.7,12.4,1004.9,56.9,-0.6,9.71,0.0,20.8,5.65
FCST_20241212_KAR_D7,2024-12-12,2024-12-19,Karnataka,South,15.3173,75.7139,7,5.7,22.1,16.0,1006.3,54.8,2.2,18.94,0.0,43.9,24.16
FCST_20241212_KAR_D8,2024-12-12,2024-12-20,Karnataka,South,15.3173,75.7139,8,0.0,20.7,8.8,1005.9,53.9,0.9,11.72,0.0,26.7,25.71
FCST_20241212_KAR_D9,2024-12-12,2024-12-21,Karnataka,South,15.3173,75.7139,9,0.0,22.3,9.7,1005.0,56.9,-0.5,11.01,0.0,23.7,7.2
FCST_20241212_KAR_D10,2024-12-12,2024-12-22,Karnataka,South,15.3173,75.7139,10,0.0,21.5,9.9,1008.7,57.4,-1.3,13.04,0.0,27.4,35.11
FCST_20241212_HIM_D1,2024-12-12,2024-12-13,Himachal Pradesh,North-Himalayan,31.1048,77.1734,1,3.0,21.7,11.5,1006.1,53.6,2.7,1.92,0.0,6.9,5.93
FCST_20241212_HIM_D2,2024-12-12,2024-12-14,Himachal Pradesh,North-Himalayan,31.1048,77.1734,2,0.0,20.1,12.2,1007.3,56.8,-0.4,2.93,0.0,6.0,3.77
FCST_20241212_HIM_D3,2024-12-12,2024-12-15,Himachal Pradesh,North-Himalayan,31.1048,77.1734,3,0.0,20.5,11.6,1005.0,54.6,-0.7,3.24,0.0,6.4,2.53
FCST_20241212_HIM_D4,2024-12-12,2024-12-16,Himachal Pradesh,North-Himalayan,31.1048,77.1734,4,0.0,21.5,10.3,1005.8,59.4,0.2,5.37,0.0,12.0,2.94
FCST_20241212_HIM_D5,2024-12-12,2024-12-17,Himachal Pradesh,North-Himalayan,31.1048,77.1734,5,0.0,21.2,12.6,1005.3,55.0,-0.0,5.6,0.0,12.3,1.31
FCST_20241212_HIM_D6,2024-12-12,2024-12-18,Himachal Pradesh,North-Himalayan,31.1048,77.1734,6,0.0,21.7,10.8,1004.6,58.2,-1.8,6.91,0.0,13.4,5.82
FCST_20241212_HIM_D7,2024-12-12,2024-12-19,Himachal Pradesh,North-Himalayan,31.1048,77.1734,7,0.0,22.3,16.5,1007.3,57.5,-0.4,11.79,0.0,25.5,0.64
FCST_20241212_HIM_D8,2024-12-12,2024-12-20,Himachal Pradesh,North-Himalayan,31.1048,77.1734,8,2.9,23.7,10.4,1009.2,53.6,4.5,9.65,0.0,25.7,5.46
FCST_20241212_HIM_D9,2024-12-12,2024-12-21,Himachal Pradesh,North-Himalayan,31.1048,77.1734,9,0.0,19.7,13.1,1006.7,54.0,1.7,17.08,0.0,39.3,6.14
FCST_20241212_HIM_D10,2024-12-12,2024-12-22,Himachal Pradesh,North-Himalayan,31.1048,77.1734,10,0.0,23.4,13.6,1007.6,51.5,1.2,12.43,0.0,28.5,11.03
FCST_20241212_BIH_D1,2024-12-12,2024-12-13,Bihar,East,25.0961,85.3131,1,0.0,21.7,11.4,1006.7,56.0,-0.5,1.5,0.0,2.8,2.64
FCST_20241212_BIH_D2,2024-12-12,2024-12-14,Bihar,East,25.0961,85.3131,2,0.0,21.6,10.2,1005.4,58.0,-0.4,1.95,0.0,3.9,4.15
FCST_20241212_BIH_D3,2024-12-12,2024-12-15,Bihar,East,25.0961,85.3131,3,0.0,22.7,11.2,1006.6,53.7,-0.4,4.5,0.0,9.5,9.45
FCST_20241212_BIH_D4,2024-12-12,2024-12-16,Bihar,East,25.0961,85.3131,4,0.0,19.7,11.3,1006.1,52.3,-0.1,5.78,0.0,12.6,7.05
FCST_20241212_BIH_D5,2024-12-12,2024-12-17,Bihar,East,25.0961,85.3131,5,0.0,21.7,14.4,1007.9,54.7,1.8,5.6,0.0,14.1,11.67
FCST_20241212_BIH_D6,2024-12-12,2024-12-18,Bihar,East,25.0961,85.3131,6,4.4,21.6,9.5,1005.8,54.2,2.9,9.2,0.0,23.1,4.61
FCST_20241212_BIH_D7,2024-12-12,2024-12-19,Bihar,East,25.0961,85.3131,7,17.6,21.8,9.1,1006.3,53.2,18.6,10.46,0.0,41.6,4.87
FCST_20241212_BIH_D8,2024-12-12,2024-12-20,Bihar,East,25.0961,85.3131,8,0.0,19.5,12.3,1007.6,56.1,-0.3,9.62,0.0,20.9,10.67
FCST_20241212_BIH_D9,2024-12-12,2024-12-21,Bihar,East,25.0961,85.3131,9,1.4,22.4,16.5,1005.7,57.7,1.5,16.24,0.0,37.2,20.9
FCST_20241212_BIH_D10,2024-12-12,2024-12-22,Bihar,East,25.0961,85.3131,10,4.1,22.3,15.5,1007.9,60.8,4.3,15.39,0.0,38.2,19.79
FCST_20241213_GUJ_D1,2024-12-13,2024-12-14,Gujarat,West,22.2587,71.1924,1,0.0,21.5,10.6,1006.2,55.0,0.5,1.5,0.0,3.8,0.36
FCST_20241213_GUJ_D2,2024-12-13,2024-12-15,Gujarat,West,22.2587,71.1924,2,0.0,20.8,11.7,1007.2,55.9,0.6,1.95,0.0,4.9,7.69
FCST_20241213_GUJ_D3,2024-12-13,2024-12-16,Gujarat,West,22.2587,71.1924,3,0.0,22.0,13.6,1006.3,52.0,0.1,3.11,0.0,6.9,0.62
FCST_20241213_GUJ_D4,2024-12-13,2024-12-17,Gujarat,West,22.2587,71.1924,4,0.0,20.5,12.2,1004.7,51.9,0.4,4.33,0.0,9.9,5.3
FCST_20241213_GUJ_D5,2024-12-13,2024-12-18,Gujarat,West,22.2587,71.1924,5,0.0,22.0,8.5,1008.0,56.5,-1.5,5.6,0.0,10.8,2.3
FCST_20241213_GUJ_D6,2024-12-13,2024-12-19,Gujarat,West,22.2587,71.1924,6,0.0,21.9,13.3,1006.5,58.1,-0.0,7.61,0.0,16.7,12.53
FCST_20241213_GUJ_D7,2024-12-13,2024-12-20,Gujarat,West,22.2587,71.1924,7,0.0,20.9,13.9,1005.0,61.7,1.5,8.25,0.0,19.7,5.53
FCST_20241213_GUJ_D8,2024-12-13,2024-12-21,Gujarat,West,22.2587,71.1924,8,0.0,21.9,11.5,1005.4,61.0,-0.3,9.62,0.0,20.9,7.67
FCST_20241213_GUJ_D9,2024-12-13,2024-12-22,Gujarat,West,22.2587,71.1924,9,0.0,21.2,14.1,1005.0,58.3,1.5,16.18,0.0,37.1,37.28
FCST_20241213_GUJ_D10,2024-12-13,2024-12-23,Gujarat,West,22.2587,71.1924,10,0.0,22.5,13.0,1007.4,49.3,-1.4,12.43,0.0,25.9,12.21
FCST_20241213_MAH_D1,2024-12-13,2024-12-14,Maharashtra,West-Central,19.7515,75.7139,1,0.0,21.6,12.2,1005.0,54.7,0.2,2.45,0.0,5.6,0.95
FCST_20241213_MAH_D2,2024-12-13,2024-12-15,Maharashtra,West-Central,19.7515,75.7139,2,0.0,21.1,10.1,1006.6,54.3,-0.0,1.95,0.0,4.3,2.18
FCST_20241213_MAH_D3,2024-12-13,2024-12-16,Maharashtra,West-Central,19.7515,75.7139,3,0.0,21.9,10.2,1005.2,51.4,-1.1,3.11,0.0,5.7,4.22
FCST_20241213_MAH_D4,2024-12-13,2024-12-17,Maharashtra,West-Central,19.7515,75.7139,4,0.0,21.7,6.6,1005.9,57.6,-0.6,4.92,0.0,10.2,3.8
FCST_20241213_MAH_D5,2024-12-13,2024-12-18,Maharashtra,West-Central,19.7515,75.7139,5,0.0,22.0,7.6,1007.7,57.9,-3.3,6.82,0.0,11.7,27.51
FCST_20241213_MAH_D6,2024-12-13,2024-12-19,Maharashtra,West-Central,19.7515,75.7139,6,0.0,21.3,8.5,1007.1,56.5,-0.2,6.91,0.0,15.0,16.62
FCST_20241213_MAH_D7,2024-12-13,2024-12-20,Maharashtra,West-Central,19.7515,75.7139,7,0.0,21.4,13.6,1005.9,57.4,2.5,8.25,0.0,20.7,6.34
FCST_20241213_MAH_D8,2024-12-13,2024-12-21,Maharashtra,West-Central,19.7515,75.7139,8,0.0,22.5,10.6,1006.2,58.5,-1.2,9.62,0.0,20.0,5.58
FCST_20241213_MAH_D9,2024-12-13,2024-12-22,Maharashtra,West-Central,19.7515,75.7139,9,0.0,22.6,14.3,1006.9,52.6,-2.5,12.26,0.0,24.5,10.69
FCST_20241213_MAH_D10,2024-12-13,2024-12-23,Maharashtra,West-Central,19.7515,75.7139,10,0.0,21.4,10.1,1005.9,50.8,-1.2,12.43,0.0,26.1,10.1
FCST_20241213_KER_D1,2024-12-13,2024-12-14,Kerala,South,10.8505,76.2711,1,4.3,22.3,12.1,1006.8,54.5,3.9,1.5,1.2,7.2,0.76
FCST_20241213_KER_D2,2024-12-13,2024-12-15,Kerala,South,10.8505,76.2711,2,0.0,21.4,11.7,1006.1,53.6,-0.4,1.95,0.0,3.9,5.19
FCST_20241213_KER_D3,2024-12-13,2024-12-16,Kerala,South,10.8505,76.2711,3,0.0,20.0,10.3,1006.7,56.5,-0.7,4.14,0.0,8.4,1.97
FCST_20241213_KER_D4,2024-12-13,2024-12-17,Kerala,South,10.8505,76.2711,4,0.0,21.2,14.9,1004.6,55.4,0.3,4.33,0.0,9.8,17.19
FCST_20241213_KER_D5,2024-12-13,2024-12-18,Kerala,South,10.8505,76.2711,5,0.0,21.3,11.0,1005.8,54.1,-0.7,5.6,0.0,11.6,6.53
FCST_20241213_KER_D6,2024-12-13,2024-12-19,Kerala,South,10.8505,76.2711,6,0.0,22.9,12.2,1008.0,58.1,0.3,6.91,0.0,15.5,27.05
FCST_20241213_KER_D7,2024-12-13,2024-12-20,Kerala,South,10.8505,76.2711,7,0.0,19.5,12.6,1004.6,53.5,2.3,9.17,0.0,22.5,12.21
FCST_20241213_KER_D8,2024-12-13,2024-12-21,Kerala,South,10.8505,76.2711,8,0.0,21.8,6.9,1006.2,56.7,-1.6,9.62,0.0,19.6,3.87
FCST_20241213_KER_D9,2024-12-13,2024-12-22,Kerala,South,10.8505,76.2711,9,0.0,22.2,9.1,1007.8,56.9,2.3,11.01,0.0,26.5,16.36
FCST_20241213_KER_D10,2024-12-13,2024-12-23,Kerala,South,10.8505,76.2711,10,0.0,21.9,9.1,1008.1,63.4,-1.0,12.43,0.0,26.3,18.27
FCST_20241213_RAJ_D1,2024-12-13,2024-12-14,Rajasthan,Northwest,27.0238,74.2179,1,0.0,21.3,11.4,1006.7,55.8,-0.1,1.5,0.0,3.2,1.07
FCST_20241213_RAJ_D2,2024-12-13,2024-12-15,Rajasthan,Northwest,27.0238,74.2179,2,0.0,21.6,10.0,1005.9,53.1,0.1,1.95,0.0,4.4,1.29
FCST_20241213_RAJ_D3,2024-12-13,2024-12-16,Rajasthan,Northwest,27.0238,74.2179,3,0.0,21.1,10.4,1004.4,56.2,0.1,3.38,0.0,7.5,2.89
FCST_20241213_RAJ_D4,2024-12-13,2024-12-17,Rajasthan,Northwest,27.0238,74.2179,4,0.0,20.7,9.1,1006.1,53.2,-0.8,4.82,0.0,9.8,3.29
FCST_20241213_RAJ_D5,2024-12-13,2024-12-18,Rajasthan,Northwest,27.0238,74.2179,5,0.0,19.9,12.6,1005.4,52.8,1.6,6.37,0.0,15.6,8.72
FCST_20241213_RAJ_D6,2024-12-13,2024-12-19,Rajasthan,Northwest,27.0238,74.2179,6,4.6,22.1,12.6,1006.1,54.0,4.8,8.11,0.0,22.6,7.63
FCST_20241213_RAJ_D7,2024-12-13,2024-12-20,Rajasthan,Northwest,27.0238,74.2179,7,0.0,19.5,11.5,1004.3,61.1,-0.0,8.67,0.0,19.1,11.98
FCST_20241213_RAJ_D8,2024-12-13,2024-12-21,Rajasthan,Northwest,27.0238,74.2179,8,0.0,20.6,16.6,1005.1,55.1,-0.1,9.76,0.0,21.4,18.8
FCST_20241213_RAJ_D9,2024-12-13,2024-12-22,Rajasthan,Northwest,27.0238,74.2179,9,0.0,20.9,12.4,1006.7,48.7,-2.5,11.12,0.0,22.0,0.69
FCST_20241213_RAJ_D10,2024-12-13,2024-12-23,Rajasthan,Northwest,27.0238,74.2179,10,0.0,21.6,7.5,1005.9,56.0,-4.5,12.43,0.0,22.8,10.88
FCST_20241213_ODI_D1,2024-12-13,2024-12-14,Odisha,East,20.9517,85.0985,1,0.0,21.1,11.4,1006.0,55.9,0.8,1.5,0.0,4.1,3.61
FCST_20241213_ODI_D2,2024-12-13,2024-12-15,Odisha,East,20.9517,85.0985,2,0.0,21.1,9.8,1005.4,59.0,0.9,1.95,0.0,5.2,1.89
FCST_20241213_ODI_D3,2024-12-13,2024-12-16,Odisha,East,20.9517,85.0985,3,0.0,21.3,10.5,1007.0,53.9,-0.4,3.16,0.0,6.6,5.67
FCST_20241213_ODI_D4,2024-12-13,2024-12-17,Odisha,East,20.9517,85.0985,4,13.9,21.6,15.6,1005.9,56.6,11.4,11.05,0.0,35.7,3.36
FCST_20241213_ODI_D5,2024-12-13,2024-12-18,Odisha,East,20.9517,85.0985,5,0.0,23.3,11.2,1005.4,53.5,3.6,8.54,0.0,22.4,13.01
