forecast_id,initialization_time,valid_time,region,zone,latitude,longitude,lead_day,rainfall_forecast,rainfall_observed,temperature_forecast,temperature_observed,wind_forecast,wind_observed,pressure_forecast,pressure_observed,humidity_forecast,humidity_observed,absolute_error,signed_error,relative_error,ensemble_mean,ensemble_spread,ensemble_min,ensemble_max,spatial_variability,data_source,variable
FCST_20241021_KAR_D9,2024-10-21,2024-10-30,Karnataka,South,15.3173,75.7139,9,0.0,6.3,24.3,21.4,15.5,13.6,1003.6,1003.9,62.3,61.7,6.3,-6.3,0.863,-1.7,12.75,0.0,26.4,14.28,DEMO DATA,rainfall
FCST_20241021_KAR_D10,2024-10-21,2024-10-31,Karnataka,South,15.3173,75.7139,10,0.0,3.4,23.6,24.6,15.5,20.8,1001.7,1002.2,67.5,66.8,3.4,-3.4,0.773,-2.3,14.1,0.0,28.7,10.33,DEMO DATA,rainfall
FCST_20241021_HIM_D1,2024-10-21,2024-10-22,Himachal Pradesh,North-Himalayan,31.1048,77.1734,1,10.8,8.9,24.2,23.6,14.8,15.4,1004.4,1004.5,59.9,60.2,1.9,1.9,0.192,11.1,1.5,8.4,14.4,0.45,DEMO DATA,rainfall
FCST_20241021_HIM_D2,2024-10-21,2024-10-23,Himachal Pradesh,North-Himalayan,31.1048,77.1734,2,10.4,7.2,23.1,22.3,15.4,16.0,1003.5,1004.0,58.1,53.7,3.2,3.2,0.39,9.7,3.7,3.0,17.8,3.37,DEMO DATA,rainfall
FCST_20241021_HIM_D3,2024-10-21,2024-10-24,Himachal Pradesh,North-Himalayan,31.1048,77.1734,3,0.0,0.0,23.3,23.2,16.4,17.1,1005.0,1004.4,60.1,64.8,0.0,0.0,0.0,-1.1,3.11,0.0,5.7,0.22,DEMO DATA,rainfall
FCST_20241021_HIM_D4,2024-10-21,2024-10-25,Himachal Pradesh,North-Himalayan,31.1048,77.1734,4,0.0,0.2,23.6,23.6,16.3,15.0,1006.8,1008.1,58.6,54.6,0.2,-0.2,0.167,1.0,4.45,0.0,10.8,0.83,DEMO DATA,rainfall
FCST_20241021_HIM_D5,2024-10-21,2024-10-26,Himachal Pradesh,North-Himalayan,31.1048,77.1734,5,0.0,0.0,24.7,23.2,15.1,13.3,1005.2,1006.6,60.5,61.2,0.0,0.0,0.0,-1.1,5.6,0.0,11.2,11.52,DEMO DATA,rainfall
FCST_20241021_HIM_D6,2024-10-21,2024-10-27,Himachal Pradesh,North-Himalayan,31.1048,77.1734,6,0.0,3.1,22.6,25.3,13.6,14.1,1004.8,1005.1,59.9,68.3,3.1,-3.1,0.756,-3.9,8.02,0.0,13.7,3.46,DEMO DATA,rainfall
FCST_20241021_HIM_D7,2024-10-21,2024-10-28,Himachal Pradesh,North-Himalayan,31.1048,77.1734,7,0.0,7.2,25.5,23.6,15.3,17.9,1004.6,1004.7,66.6,63.2,7.2,-7.2,0.878,0.6,12.03,0.0,27.1,7.45,DEMO DATA,rainfall
FCST_20241021_HIM_D8,2024-10-21,2024-10-29,Himachal Pradesh,North-Himalayan,31.1048,77.1734,8,13.4,12.5,23.2,25.0,15.0,14.5,1005.3,1005.4,64.1,63.0,0.9,0.9,0.067,11.6,9.89,0.0,33.4,22.09,DEMO DATA,rainfall
FCST_20241021_HIM_D9,2024-10-21,2024-10-30,Himachal Pradesh,North-Himalayan,31.1048,77.1734,9,8.6,11.6,23.1,20.6,12.5,17.8,1004.9,1004.8,50.1,51.2,3.0,-3.0,0.238,3.8,11.93,0.0,30.0,17.52,DEMO DATA,rainfall
FCST_20241021_HIM_D10,2024-10-21,2024-10-31,Himachal Pradesh,North-Himalayan,31.1048,77.1734,10,0.0,5.5,26.5,26.7,11.1,13.4,1005.0,1006.3,59.8,63.6,5.5,-5.5,0.846,-0.6,13.78,0.0,29.7,10.28,DEMO DATA,rainfall
FCST_20241021_BIH_D1,2024-10-21,2024-10-22,Bihar,East,25.0961,85.3131,1,0.0,2.8,23.8,23.7,16.2,14.4,1004.9,1005.3,59.1,62.8,2.8,-2.8,0.737,-1.0,1.65,0.0,2.6,0.79,DEMO DATA,rainfall
FCST_20241021_BIH_D2,2024-10-21,2024-10-23,Bihar,East,25.0961,85.3131,2,0.0,2.6,24.0,23.2,15.0,12.0,1004.3,1003.9,60.9,64.3,2.6,-2.6,0.722,-0.1,3.24,0.0,7.0,2.4,DEMO DATA,rainfall
FCST_20241021_BIH_D3,2024-10-21,2024-10-24,Bihar,East,25.0961,85.3131,3,0.0,0.0,24.2,23.0,14.3,14.2,1004.3,1003.9,60.4,58.5,0.0,0.0,0.0,-0.4,3.11,0.0,6.4,0.6,DEMO DATA,rainfall
FCST_20241021_BIH_D4,2024-10-21,2024-10-25,Bihar,East,25.0961,85.3131,4,0.0,2.7,24.2,25.2,15.2,17.0,1005.6,1005.9,60.6,51.8,2.7,-2.7,0.73,1.0,5.25,0.0,12.6,5.59,DEMO DATA,rainfall
FCST_20241021_BIH_D5,2024-10-21,2024-10-26,Bihar,East,25.0961,85.3131,5,0.0,0.0,24.3,25.3,17.1,18.3,1004.9,1005.4,62.0,58.7,0.0,0.0,0.0,1.3,5.6,0.0,13.6,12.35,DEMO DATA,rainfall
FCST_20241021_BIH_D6,2024-10-21,2024-10-27,Bihar,East,25.0961,85.3131,6,0.0,1.0,23.7,22.3,14.5,16.0,1003.4,1005.7,61.4,67.2,1.0,-1.0,0.5,0.8,7.16,0.0,16.6,28.65,DEMO DATA,rainfall
FCST_20241021_BIH_D7,2024-10-21,2024-10-28,Bihar,East,25.0961,85.3131,7,0.0,3.2,24.9,25.0,17.8,14.4,1004.0,1005.0,56.2,52.1,3.2,-3.2,0.762,-2.7,9.34,0.0,17.8,15.51,DEMO DATA,rainfall
FCST_20241021_BIH_D8,2024-10-21,2024-10-29,Bihar,East,25.0961,85.3131,8,0.0,0.0,24.3,24.8,14.0,15.8,1005.2,1005.3,61.5,61.8,0.0,0.0,0.0,2.9,9.62,0.0,24.1,18.16,DEMO DATA,rainfall
FCST_20241021_BIH_D9,2024-10-21,2024-10-30,Bihar,East,25.0961,85.3131,9,0.0,0.5,25.4,24.8,13.6,13.5,1004.5,1004.7,63.0,59.7,0.5,-0.5,0.333,-2.9,11.2,0.0,21.7,24.7,DEMO DATA,rainfall
FCST_20241021_BIH_D10,2024-10-21,2024-10-31,Bihar,East,25.0961,85.3131,10,0.0,0.0,22.1,21.4,16.7,13.0,1006.5,1005.1,56.8,57.6,0.0,0.0,0.0,-1.7,12.43,0.0,25.6,8.61,DEMO DATA,rainfall
FCST_20241022_GUJ_D1,2024-10-22,2024-10-23,Gujarat,West,22.2587,71.1924,1,0.0,2.2,24.1,24.4,15.8,14.9,1003.1,1003.3,60.5,59.0,2.2,-2.2,0.688,-0.4,1.81,0.0,3.6,2.27,DEMO DATA,rainfall
FCST_20241022_GUJ_D2,2024-10-22,2024-10-24,Gujarat,West,22.2587,71.1924,2,0.0,1.4,24.2,24.0,14.6,14.7,1003.9,1004.1,59.8,56.4,1.4,-1.4,0.583,1.0,2.56,0.0,6.6,0.11,DEMO DATA,rainfall
FCST_20241022_GUJ_D3,2024-10-22,2024-10-25,Gujarat,West,22.2587,71.1924,3,0.0,0.0,24.4,24.7,14.3,16.2,1004.4,1004.9,59.7,64.7,0.0,0.0,0.0,-0.8,3.11,0.0,6.0,6.54,DEMO DATA,rainfall
FCST_20241022_GUJ_D4,2024-10-22,2024-10-26,Gujarat,West,22.2587,71.1924,4,0.0,3.5,24.8,23.8,12.6,14.6,1005.8,1006.0,56.2,51.9,3.5,-3.5,0.778,-1.2,5.45,0.0,10.8,4.79,DEMO DATA,rainfall
FCST_20241022_GUJ_D5,2024-10-22,2024-10-27,Gujarat,West,22.2587,71.1924,5,0.0,2.3,23.9,26.2,14.9,15.8,1005.3,1004.3,61.4,61.3,2.3,-2.3,0.697,2.8,6.7,0.0,17.5,8.17,DEMO DATA,rainfall
FCST_20241022_GUJ_D6,2024-10-22,2024-10-28,Gujarat,West,22.2587,71.1924,6,0.0,1.6,23.6,24.9,11.8,12.5,1003.0,1002.6,60.7,58.9,1.6,-1.6,0.615,-2.5,7.38,0.0,13.7,9.72,DEMO DATA,rainfall
FCST_20241022_GUJ_D7,2024-10-22,2024-10-29,Gujarat,West,22.2587,71.1924,7,0.0,0.0,22.9,24.0,16.6,12.6,1003.9,1001.8,53.8,51.7,0.0,0.0,0.0,1.6,8.25,0.0,19.8,9.96,DEMO DATA,rainfall
FCST_20241022_GUJ_D8,2024-10-22,2024-10-30,Gujarat,West,22.2587,71.1924,8,1.7,7.0,25.0,22.4,13.7,14.8,1005.3,1003.3,61.3,63.9,5.3,-5.3,0.662,7.7,11.96,0.0,34.0,9.65,DEMO DATA,rainfall
FCST_20241022_GUJ_D9,2024-10-22,2024-10-31,Gujarat,West,22.2587,71.1924,9,4.1,6.4,24.0,17.9,14.6,13.6,1005.2,1004.4,58.8,63.1,2.3,-2.3,0.311,5.3,12.19,0.0,32.1,1.51,DEMO DATA,rainfall
FCST_20241022_GUJ_D10,2024-10-22,2024-11-01,Gujarat,West,22.2587,71.1924,10,0.0,1.4,24.0,26.2,12.9,10.2,1002.1,1004.5,63.9,60.8,1.4,-1.4,0.583,-2.4,13.0,0.0,26.2,3.99,DEMO DATA,rainfall
FCST_20241022_MAH_D1,2024-10-22,2024-10-23,Maharashtra,West-Central,19.7515,75.7139,1,0.0,1.8,23.4,24.6,16.9,16.3,1004.0,1004.1,60.8,63.7,1.8,-1.8,0.643,0.1,1.5,0.0,3.4,1.16,DEMO DATA,rainfall
FCST_20241022_MAH_D2,2024-10-22,2024-10-24,Maharashtra,West-Central,19.7515,75.7139,2,0.0,0.0,23.5,24.3,15.4,16.0,1004.3,1003.9,61.4,62.9,0.0,0.0,0.0,0.6,1.95,0.0,4.9,2.05,DEMO DATA,rainfall
FCST_20241022_MAH_D3,2024-10-22,2024-10-25,Maharashtra,West-Central,19.7515,75.7139,3,18.8,7.9,23.0,24.7,15.9,18.3,1004.8,1004.7,59.3,59.5,10.9,10.9,1.225,21.5,5.93,10.8,34.5,3.42,DEMO DATA,rainfall
FCST_20241022_MAH_D4,2024-10-22,2024-10-26,Maharashtra,West-Central,19.7515,75.7139,4,0.0,2.2,23.7,23.3,13.1,12.9,1003.0,1002.4,59.2,51.3,2.2,-2.2,0.688,-0.2,5.36,0.0,11.6,3.15,DEMO DATA,rainfall
FCST_20241022_MAH_D5,2024-10-22,2024-10-27,Maharashtra,West-Central,19.7515,75.7139,5,0.0,0.0,23.1,23.9,14.3,13.0,1003.8,1003.4,58.1,55.6,0.0,0.0,0.0,1.5,5.6,0.0,13.8,11.39,DEMO DATA,rainfall
FCST_20241022_MAH_D6,2024-10-22,2024-10-28,Maharashtra,West-Central,19.7515,75.7139,6,6.6,13.8,22.5,23.2,14.5,12.0,1004.3,1003.3,64.8,71.4,7.2,-7.2,0.486,3.8,9.97,0.0,25.7,3.2,DEMO DATA,rainfall
FCST_20241022_MAH_D7,2024-10-22,2024-10-29,Maharashtra,West-Central,19.7515,75.7139,7,52.7,79.8,23.9,24.9,13.8,15.9,1003.9,1005.6,58.8,57.9,27.1,-27.1,0.335,62.7,18.36,29.7,103.1,79.05,DEMO DATA,rainfall
FCST_20241022_MAH_D8,2024-10-22,2024-10-30,Maharashtra,West-Central,19.7515,75.7139,8,0.0,8.1,24.6,26.2,13.8,12.7,1003.9,1005.1,55.8,58.2,8.1,-8.1,0.89,-1.7,13.64,0.0,28.3,7.1,DEMO DATA,rainfall
FCST_20241022_MAH_D9,2024-10-22,2024-10-31,Maharashtra,West-Central,19.7515,75.7139,9,0.0,0.0,24.7,24.5,13.3,14.2,1002.8,1002.9,62.4,68.3,0.0,0.0,0.0,-1.2,11.01,0.0,23.0,6.99,DEMO DATA,rainfall
FCST_20241022_MAH_D10,2024-10-22,2024-11-01,Maharashtra,West-Central,19.7515,75.7139,10,5.9,0.0,22.2,23.2,17.6,22.5,1004.8,1004.5,61.1,67.0,5.9,5.9,5.9,2.4,14.09,0.0,33.4,2.88,DEMO DATA,rainfall
FCST_20241022_KER_D1,2024-10-22,2024-10-23,Kerala,South,10.8505,76.2711,1,0.0,0.0,22.9,23.2,14.6,13.5,1005.3,1004.9,61.3,56.6,0.0,0.0,0.0,0.2,1.5,0.0,3.5,3.34,DEMO DATA,rainfall
FCST_20241022_KER_D2,2024-10-22,2024-10-24,Kerala,South,10.8505,76.2711,2,0.0,6.0,23.5,23.5,13.9,11.3,1003.9,1004.6,61.4,62.4,6.0,-6.0,0.857,0.5,3.58,0.0,8.4,3.87,DEMO DATA,rainfall
FCST_20241022_KER_D3,2024-10-22,2024-10-25,Kerala,South,10.8505,76.2711,3,0.0,2.0,23.9,24.5,15.4,16.5,1003.9,1004.0,62.0,61.3,2.0,-2.0,0.667,2.0,3.65,0.0,10.0,3.11,DEMO DATA,rainfall
FCST_20241022_KER_D4,2024-10-22,2024-10-26,Kerala,South,10.8505,76.2711,4,12.6,23.1,22.8,23.7,15.8,13.8,1004.5,1004.5,59.2,57.1,10.5,-10.5,0.436,15.5,9.96,0.0,37.4,12.6,DEMO DATA,rainfall
FCST_20241022_KER_D5,2024-10-22,2024-10-27,Kerala,South,10.8505,76.2711,5,15.6,23.7,22.7,22.7,14.2,12.7,1004.0,1001.8,63.1,64.0,8.1,-8.1,0.328,14.9,7.81,0.8,32.1,14.45,DEMO DATA,rainfall
FCST_20241022_KER_D6,2024-10-22,2024-10-28,Kerala,South,10.8505,76.2711,6,0.0,0.0,23.6,25.2,15.6,18.1,1005.2,1005.4,60.2,59.7,0.0,0.0,0.0,1.0,6.91,0.0,16.2,14.92,DEMO DATA,rainfall
FCST_20241022_KER_D7,2024-10-22,2024-10-29,Kerala,South,10.8505,76.2711,7,0.0,2.8,24.5,25.7,13.6,11.9,1003.9,1003.0,56.4,65.5,2.8,-2.8,0.737,3.6,9.74,0.0,25.0,24.81,DEMO DATA,rainfall
FCST_20241022_KER_D8,2024-10-22,2024-10-30,Kerala,South,10.8505,76.2711,8,0.0,16.6,22.8,22.5,17.4,19.4,1004.5,1005.2,58.7,58.1,16.6,-16.6,0.943,1.4,14.54,0.0,33.4,9.36,DEMO DATA,rainfall
FCST_20241022_KER_D9,2024-10-22,2024-10-31,Kerala,South,10.8505,76.2711,9,0.0,0.0,23.7,24.3,17.0,13.5,1005.1,1004.9,62.0,72.7,0.0,0.0,0.0,-1.3,11.01,0.0,22.9,3.56,DEMO DATA,rainfall
FCST_20241022_KER_D10,2024-10-22,2024-11-01,Kerala,South,10.8505,76.2711,10,0.0,0.0,24.1,25.3,11.8,10.4,1004.3,1003.3,63.5,65.8,0.0,0.0,0.0,-0.6,12.43,0.0,26.7,2.01,DEMO DATA,rainfall
FCST_20241022_RAJ_D1,2024-10-22,2024-10-23,Rajasthan,Northwest,27.0238,74.2179,1,0.0,0.6,23.8,23.2,14.9,14.8,1004.8,1005.4,60.4,59.7,0.6,-0.6,0.375,0.7,1.5,0.0,4.0,2.76,DEMO DATA,rainfall
FCST_20241022_RAJ_D2,2024-10-22,2024-10-24,Rajasthan,Northwest,27.0238,74.2179,2,11.2,13.1,24.4,25.0,17.6,18.1,1004.7,1004.7,60.4,57.3,1.9,-1.9,0.135,10.8,2.84,5.7,17.0,3.64,DEMO DATA,rainfall
FCST_20241022_RAJ_D3,2024-10-22,2024-10-25,Rajasthan,Northwest,27.0238,74.2179,3,0.0,0.9,24.0,24.2,13.0,11.3,1005.1,1004.3,59.6,57.9,0.9,-0.9,0.474,-0.3,3.38,0.0,7.1,9.6,DEMO DATA,rainfall
FCST_20241022_RAJ_D4,2024-10-22,2024-10-26,Rajasthan,Northwest,27.0238,74.2179,4,6.9,15.9,24.4,23.9,13.4,10.4,1003.8,1003.1,58.5,61.6,9.0,-9.0,0.533,6.5,8.91,0.0,26.1,6.33,DEMO DATA,rainfall
FCST_20241022_RAJ_D5,2024-10-22,2024-10-27,Rajasthan,Northwest,27.0238,74.2179,5,0.0,0.8,23.0,22.4,12.7,12.2,1008.7,1007.9,55.5,53.4,0.8,-0.8,0.444,0.1,5.81,0.0,12.9,5.89,DEMO DATA,rainfall
FCST_20241022_RAJ_D6,2024-10-22,2024-10-28,Rajasthan,Northwest,27.0238,74.2179,6,0.0,0.0,23.8,25.1,17.0,18.4,1004.8,1005.5,60.1,57.6,0.0,0.0,0.0,-4.1,6.91,0.0,11.1,21.43,DEMO DATA,rainfall
FCST_20241022_RAJ_D7,2024-10-22,2024-10-29,Rajasthan,Northwest,27.0238,74.2179,7,0.0,0.0,23.2,26.2,12.6,13.9,1007.4,1010.7,57.4,56.9,0.0,0.0,0.0,3.6,8.25,0.0,21.8,13.05,DEMO DATA,rainfall
FCST_20241022_RAJ_D8,2024-10-22,2024-10-30,Rajasthan,Northwest,27.0238,74.2179,8,0.0,0.0,24.5,23.8,13.1,16.4,1004.9,1006.6,63.6,54.1,0.0,0.0,0.0,-2.9,9.62,0.0,18.3,19.55,DEMO DATA,rainfall
FCST_20241022_RAJ_D9,2024-10-22,2024-10-31,Rajasthan,Northwest,27.0238,74.2179,9,0.0,0.0,24.8,25.9,13.0,15.0,1003.9,1005.3,56.9,60.4,0.0,0.0,0.0,2.1,11.01,0.0,26.3,19.43,DEMO DATA,rainfall
FCST_20241022_RAJ_D10,2024-10-22,2024-11-01,Rajasthan,Northwest,27.0238,74.2179,10,11.1,2.4,25.4,24.4,15.7,10.0,1007.2,1005.8,62.0,59.7,8.7,8.7,2.559,10.2,16.08,0.0,45.6,2.09,DEMO DATA,rainfall
FCST_20241022_ODI_D1,2024-10-22,2024-10-23,Odisha,East,20.9517,85.0985,1,0.0,0.9,23.6,24.0,15.8,15.9,1004.8,1005.4,60.4,55.9,0.9,-0.9,0.474,-0.0,1.5,0.0,3.3,1.7,DEMO DATA,rainfall
FCST_20241022_ODI_D2,2024-10-22,2024-10-24,Odisha,East,20.9517,85.0985,2,0.0,1.2,23.7,23.7,16.0,14.4,1003.6,1003.2,59.3,61.2,1.2,-1.2,0.545,-0.4,2.4,0.0,4.9,2.18,DEMO DATA,rainfall
FCST_20241022_ODI_D3,2024-10-22,2024-10-25,Odisha,East,20.9517,85.0985,3,0.0,1.7,24.1,24.9,14.3,13.7,1004.5,1005.5,61.8,62.5,1.7,-1.7,0.63,0.2,3.76,0.0,8.5,5.44,DEMO DATA,rainfall
FCST_20241022_ODI_D4,2024-10-22,2024-10-26,Odisha,East,20.9517,85.0985,4,0.0,0.0,23.8,22.9,16.1,17.7,1005.8,1005.4,61.3,61.2,0.0,0.0,0.0,2.1,4.33,0.0,11.6,1.33,DEMO DATA,rainfall
FCST_20241022_ODI_D5,2024-10-22,2024-10-27,Odisha,East,20.9517,85.0985,5,0.0,1.5,23.1,21.8,15.0,12.3,1004.6,1003.2,57.2,56.6,1.5,-1.5,0.6,0.1,6.07,0.0,13.5,2.8,DEMO DATA,rainfall
FCST_20241022_ODI_D6,2024-10-22,2024-10-28,Odisha,East,20.9517,85.0985,6,0.0,0.0,23.5,23.6,15.2,14.9,1002.7,999.7,60.7,61.1,0.0,0.0,0.0,0.9,6.91,0.0,16.1,8.06,DEMO DATA,rainfall
FCST_20241022_ODI_D7,2024-10-22,2024-10-29,Odisha,East,20.9517,85.0985,7,0.0,0.0,26.0,27.9,16.4,14.0,1005.0,1003.3,60.8,66.5,0.0,0.0,0.0,1.8,8.25,0.0,20.0,6.66,DEMO DATA,rainfall
FCST_20241022_ODI_D8,2024-10-22,2024-10-30,Odisha,East,20.9517,85.0985,8,12.1,91.6,23.6,23.4,12.5,12.9,1004.9,1005.4,63.8,64.3,79.5,-79.5,0.859,12.0,35.87,0.0,90.9,13.11,DEMO DATA,rainfall
FCST_20241022_ODI_D9,2024-10-22,2024-10-31,Odisha,East,20.9517,85.0985,9,0.0,13.9,23.0,22.5,15.4,18.5,1005.4,1006.4,65.5,50.5,13.9,-13.9,0.933,-1.9,15.21,0.0,31.6,29.68,DEMO DATA,rainfall
FCST_20241022_ODI_D10,2024-10-22,2024-11-01,Odisha,East,20.9517,85.0985,10,0.0,6.3,26.5,28.9,18.1,18.8,1001.0,999.6,60.7,60.8,6.3,-6.3,0.863,8.0,14.62,0.0,40.2,15.01,DEMO DATA,rainfall
FCST_20241022_ASS_D1,2024-10-22,2024-10-23,Assam,Northeast,26.2006,92.9376,1,0.0,0.0,24.2,23.3,14.4,15.5,1004.8,1004.7,62.4,58.6,0.0,0.0,0.0,0.2,1.5,0.0,3.5,2.11,DEMO DATA,rainfall
FCST_20241022_ASS_D2,2024-10-22,2024-10-24,Assam,Northeast,26.2006,92.9376,2,0.0,2.3,23.6,22.5,14.9,15.2,1004.3,1004.1,61.2,63.6,2.3,-2.3,0.697,-0.2,2.64,0.0,5.6,1.66,DEMO DATA,rainfall
FCST_20241022_ASS_D3,2024-10-22,2024-10-25,Assam,Northeast,26.2006,92.9376,3,0.0,0.0,23.4,21.9,16.2,14.1,1005.4,1006.0,62.1,59.6,0.0,0.0,0.0,-0.4,3.11,0.0,6.4,6.04,DEMO DATA,rainfall
FCST_20241022_ASS_D4,2024-10-22,2024-10-26,Assam,Northeast,26.2006,92.9376,4,0.0,0.5,24.2,24.6,17.8,16.5,1003.9,1003.9,61.5,66.1,0.5,-0.5,0.333,-0.5,4.59,0.0,9.6,8.11,DEMO DATA,rainfall
FCST_20241022_ASS_D5,2024-10-22,2024-10-27,Assam,Northeast,26.2006,92.9376,5,0.0,0.0,24.4,24.4,15.9,14.4,1004.4,1005.1,57.0,57.6,0.0,0.0,0.0,-1.2,5.6,0.0,11.1,4.6,DEMO DATA,rainfall
FCST_20241022_ASS_D6,2024-10-22,2024-10-28,Assam,Northeast,26.2006,92.9376,6,36.5,6.8,24.9,25.7,17.8,15.2,1004.2,1003.1,59.4,59.2,29.7,29.7,3.808,39.3,16.31,9.9,75.2,23.14,DEMO DATA,rainfall
FCST_20241022_ASS_D7,2024-10-22,2024-10-29,Assam,Northeast,26.2006,92.9376,7,0.0,10.7,23.6,22.1,17.8,17.0,1004.0,1004.9,64.9,66.2,10.7,-10.7,0.915,1.9,11.67,0.0,27.6,18.4,DEMO DATA,rainfall
FCST_20241022_ASS_D8,2024-10-22,2024-10-30,Assam,Northeast,26.2006,92.9376,8,0.0,8.7,23.0,24.4,11.1,8.7,1005.5,1002.6,58.7,53.5,8.7,-8.7,0.897,-2.1,11.93,0.0,24.1,10.49,DEMO DATA,rainfall
FCST_20241022_ASS_D9,2024-10-22,2024-10-31,Assam,Northeast,26.2006,92.9376,9,0.0,3.2,23.8,23.1,13.4,8.0,1001.9,1002.7,55.1,59.9,3.2,-3.2,0.762,0.3,12.37,0.0,27.5,18.72,DEMO DATA,rainfall
FCST_20241022_ASS_D10,2024-10-22,2024-11-01,Assam,Northeast,26.2006,92.9376,10,0.0,0.0,22.3,23.8,14.0,8.8,1003.8,1004.4,59.5,60.4,0.0,0.0,0.0,2.2,12.43,0.0,29.5,10.14,DEMO DATA,rainfall
FCST_20241022_PUN_D1,2024-10-22,2024-10-23,Punjab,North,31.1471,75.3412,1,0.0,2.1,24.7,24.8,14.7,15.6,1003.6,1004.3,59.8,62.1,2.1,-2.1,0.677,-0.3,1.82,0.0,3.7,11.02,DEMO DATA,rainfall
FCST_20241022_PUN_D2,2024-10-22,2024-10-24,Punjab,North,31.1471,75.3412,2,0.2,3.4,24.6,22.4,14.3,14.6,1004.5,1004.4,59.0,57.3,3.2,-3.2,0.727,-0.9,3.13,0.0,6.0,2.07,DEMO DATA,rainfall
FCST_20241022_PUN_D3,2024-10-22,2024-10-25,Punjab,North,31.1471,75.3412,3,0.0,0.0,24.8,25.0,17.0,16.1,1003.8,1002.9,61.3,61.4,0.0,0.0,0.0,0.8,3.11,0.0,7.6,11.03,DEMO DATA,rainfall
FCST_20241022_PUN_D4,2024-10-22,2024-10-26,Punjab,North,31.1471,75.3412,4,0.0,0.0,24.9,23.3,14.3,13.6,1005.0,1006.8,61.0,62.1,0.0,0.0,0.0,-1.9,4.33,0.0,7.6,9.19,DEMO DATA,rainfall
FCST_20241022_PUN_D5,2024-10-22,2024-10-27,Punjab,North,31.1471,75.3412,5,5.8,4.6,23.5,24.6,12.9,14.1,1002.2,1002.4,59.6,58.8,1.2,1.2,0.214,3.4,6.18,0.0,17.0,0.97,DEMO DATA,rainfall
FCST_20241022_PUN_D6,2024-10-22,2024-10-28,Punjab,North,31.1471,75.3412,6,0.0,4.1,24.1,24.0,12.0,12.5,1005.0,1004.0,62.0,68.1,4.1,-4.1,0.804,3.3,9.16,0.0,23.5,5.58,DEMO DATA,rainfall
FCST_20241022_PUN_D7,2024-10-22,2024-10-29,Punjab,North,31.1471,75.3412,7,0.0,11.0,24.1,23.6,18.5,17.9,1003.7,1003.8,66.9,66.5,11.0,-11.0,0.917,0.6,13.03,0.0,29.3,17.61,DEMO DATA,rainfall
FCST_20241022_PUN_D8,2024-10-22,2024-10-30,Punjab,North,31.1471,75.3412,8,0.0,0.0,24.2,26.7,16.0,14.8,1003.6,1005.8,62.4,52.4,0.0,0.0,0.0,-2.1,9.62,0.0,19.1,9.93,DEMO DATA,rainfall
FCST_20241022_PUN_D9,2024-10-22,2024-10-31,Punjab,North,31.1471,75.3412,9,0.0,0.0,24.2,23.2,16.6,12.9,1004.5,1005.7,58.4,55.3,0.0,0.0,0.0,5.5,11.01,0.0,29.7,21.32,DEMO DATA,rainfall
FCST_20241022_PUN_D10,2024-10-22,2024-11-01,Punjab,North,31.1471,75.3412,10,0.7,6.9,25.5,24.3,13.2,15.0,1005.0,1002.0,62.9,53.3,6.2,-6.2,0.785,2.0,15.26,0.0,35.6,16.48,DEMO DATA,rainfall
FCST_20241022_TAM_D1,2024-10-22,2024-10-23,Tamil Nadu,South,11.1271,78.6569,1,0.0,80.4,19.2,19.3,38.2,40.1,992.6,992.3,94.6,95.0,80.4,-80.4,0.988,10.1,43.72,0.0,106.3,2.5,DEMO DATA,rainfall
FCST_20241022_TAM_D2,2024-10-22,2024-10-24,Tamil Nadu,South,11.1271,78.6569,2,18.5,14.8,19.5,19.8,37.9,37.4,993.2,995.1,96.1,97.4,3.7,3.7,0.234,18.5,3.86,11.6,27.0,8.47,DEMO DATA,rainfall
FCST_20241022_TAM_D3,2024-10-22,2024-10-25,Tamil Nadu,South,11.1271,78.6569,3,0.0,83.7,18.2,20.0,37.9,38.2,994.0,994.1,93.0,89.5,83.7,-83.7,0.988,-3.5,32.2,0.0,67.3,3.85,DEMO DATA,rainfall
FCST_20241022_TAM_D4,2024-10-22,2024-10-26,Tamil Nadu,South,11.1271,78.6569,4,48.9,57.3,17.7,19.3,38.2,39.1,993.1,991.7,95.3,96.5,8.4,-8.4,0.144,48.7,8.21,33.9,66.8,1.75,DEMO DATA,rainfall
FCST_20241022_TAM_D5,2024-10-22,2024-10-27,Tamil Nadu,South,11.1271,78.6569,5,146.9,171.8,19.0,17.7,37.6,38.7,993.1,992.2,94.6,93.0,24.9,-24.9,0.144,144.5,19.04,110.2,186.4,130.43,DEMO DATA,rainfall
FCST_20241022_TAM_D6,2024-10-22,2024-10-28,Tamil Nadu,South,11.1271,78.6569,6,62.9,39.8,19.3,20.1,40.9,39.2,992.2,993.7,92.7,95.9,23.1,23.1,0.566,65.6,17.74,33.7,104.6,27.26,DEMO DATA,rainfall
FCST_20241022_TAM_D7,2024-10-22,2024-10-29,Tamil Nadu,South,11.1271,78.6569,7,0.0,0.0,18.3,18.4,41.8,43.0,992.7,992.4,91.5,89.4,0.0,0.0,0.0,0.2,8.25,0.0,18.4,9.98,DEMO DATA,rainfall
